ADDRESS,REQUEST DATE,COMPLETION DATE,NUMBER OF POTHOLES FILLED ON BLOCK,LATITUDE,LONGITUDE,LOCATION
3300 N ASHLAND AVE,02/21/2022 11:57:48 AM,02/23/2022 01:21:38 PM,2,41.941872906,-87.669559215,POINT (-87.669559214906 41.941872906217)
4620 S KEDZIE AVE,02/17/2022 10:37:54 AM,02/23/2022 01:21:42 PM,17,41.809173041,-87.704463683,POINT (-87.704463682804 41.809173041483)
4843 S LAWNDALE AVE,02/21/2022 09:28:21 AM,02/23/2022 01:22:33 PM,25,41.805449025,-87.716033997,POINT (-87.716033997457 41.80544902515)
3328 N ASHLAND AVE,02/19/2022 09:32:51 PM,02/23/2022 01:23:02 PM,3,41.942405141,-87.669058086,POINT (-87.669058086472 41.942405140967)
3600 W 51ST ST,02/21/2022 09:39:04 AM,02/23/2022 01:23:33 PM,10,41.800851763,-87.71376533,POINT (-87.713765329976 41.800851763481)
3625 W 50TH PL,02/21/2022 09:29:15 AM,02/23/2022 01:25:35 PM,26,41.801220861,-87.71481501,POINT (-87.714815009608 41.801220861399)
3328 N ASHLAND AVE,02/19/2022 03:29:35 PM,02/23/2022 01:27:02 PM,3,41.942430148,-87.668743689,POINT (-87.668743689385 41.94243014844)
1822 W HENDERSON ST,01/21/2022 10:11:43 AM,02/23/2022 01:30:00 PM,14,41.942573605,-87.674929119,POINT (-87.674929118832 41.942573604571)
2300 W SHAKESPEARE,02/22/2022 08:26:06 AM,02/23/2022 01:33:02 PM,4,41.920742797,-87.685109279,POINT (-87.685109279357 41.920742796749)
2026 W ARMITAGE AVE,02/22/2022 11:27:05 AM,02/23/2022 01:34:20 PM,4,41.917918047,-87.678729571,POINT (-87.678729571336 41.917918046627)
2018 W WEBSTER AVE,02/22/2022 09:24:32 AM,02/23/2022 01:36:08 PM,18,41.921468837,-87.678518842,POINT (-87.678518842437 41.921468836705)
2345 N WESTERN,02/22/2022 08:53:35 AM,02/23/2022 01:37:35 PM,15,41.924555278,-87.687222312,POINT (-87.687222312224 41.924555278438)
2352 W SHAKESPEARE AVE,02/22/2022 04:44:17 PM,02/23/2022 01:38:41 PM,8,41.920817876,-87.687125451,POINT (-87.687125450509 41.920817876481)
2368 W LOGAN BLVD,02/22/2022 02:28:37 PM,02/23/2022 01:40:04 PM,5,41.929067185,-87.687307666,POINT (-87.687307666318 41.929067185476)
1600 W NORTH AVE,02/23/2022 07:23:08 AM,02/23/2022 01:42:23 PM,2,41.910879852,-87.669223774,POINT (-87.669223774482 41.910879852308)
1834 N DAMEN AVE,02/22/2022 11:42:06 AM,02/23/2022 01:43:36 PM,1,41.914893784,-87.67792431,POINT (-87.677924310349 41.914893783648)
2050 W WABANSIA AVE,02/22/2022 09:26:03 AM,02/23/2022 01:44:50 PM,4,41.912357209,-87.679449338,POINT (-87.679449338033 41.912357209144)
1896 N MILWAUKEE,02/22/2022 08:41:18 AM,02/23/2022 01:46:04 PM,15,41.915810432,-87.686017398,POINT (-87.686017397558 41.915810432441)
2200 W BELMONT AVE,02/21/2022 01:52:44 PM,02/23/2022 01:49:02 PM,3,41.939726682,-87.683372717,POINT (-87.683372716624 41.939726682187)
2100 W BELMONT AVE,02/22/2022 04:27:35 PM,02/23/2022 01:50:37 PM,6,41.939734642,-87.680951266,POINT (-87.680951265684 41.939734642452)
2240 W BELMONT AVE,02/22/2022 11:41:28 AM,02/23/2022 01:52:23 PM,2,41.93969975,-87.684843129,POINT (-87.684843128646 41.939699749924)
2236 W BELMONT AVE,02/17/2022 02:05:06 PM,02/23/2022 01:53:29 PM,2,41.93976011,-87.684761044,POINT (-87.684761044398 41.939760110443)
1900 W BELMONT AVE,02/16/2022 05:33:51 PM,02/23/2022 01:54:35 PM,5,41.939864731,-87.676108747,POINT (-87.676108746574 41.939864730579)
2059 W WELLINGTON AVE,02/21/2022 11:18:37 PM,02/23/2022 01:55:59 PM,2,41.935832046,-87.680559725,POINT (-87.680559725291 41.935832045751)
5505 N AUSTIN AVE,05/26/2021 09:49:41 AM,02/23/2022 01:56:44 PM,4,41.98134928,-87.777797089,POINT (-87.777797088515 41.981349280305)
2201 W BELMONT AVE,02/22/2022 08:07:42 AM,02/23/2022 01:57:12 PM,2,41.939359321,-87.683369047,POINT (-87.683369046833 41.939359320743)
2705 N WOLCOTT AVE,02/18/2022 04:22:14 PM,02/23/2022 01:58:20 PM,5,41.930186635,-87.675116793,POINT (-87.675116792745 41.930186634834)
1901 W BELMONT AVE,02/21/2022 01:51:16 PM,02/23/2022 01:59:29 PM,10,41.939411162,-87.67607772,POINT (-87.676077719861 41.939411162468)
2600 N ASHLAND AVE,02/21/2022 12:31:51 PM,02/23/2022 02:00:30 PM,7,41.928969667,-87.668394792,POINT (-87.668394792226 41.928969666877)
3500 W 59TH ST,02/19/2022 04:41:58 PM,02/23/2022 02:06:53 PM,2,41.786274685,-87.710878332,POINT (-87.710878331883 41.786274684894)
5833 S ST LOUIS AVE,02/19/2022 04:40:25 PM,02/23/2022 02:07:36 PM,7,41.786946988,-87.710459332,POINT (-87.710459331656 41.786946987566)
3506 W 59TH ST,02/19/2022 04:43:11 PM,02/23/2022 02:11:11 PM,2,41.786347877,-87.711061893,POINT (-87.711061892555 41.786347877163)
2448 W SUNNYSIDE AVE,02/22/2022 03:14:03 PM,02/23/2022 02:12:38 PM,37,41.963268276,-87.69075284,POINT (-87.690752839506 41.96326827625)
5515 S SPAULDING AVE,02/17/2022 09:58:11 AM,02/23/2022 02:14:25 PM,21,41.792969627,-87.705710267,POINT (-87.705710267311 41.79296962676)
5535 S TRUMBULL AVE,02/17/2022 10:22:04 AM,02/23/2022 02:15:11 PM,12,41.792363831,-87.709376441,POINT (-87.709376440737 41.79236383132)
3742 N ASHLAND AVE,02/23/2022 02:13:48 PM,02/23/2022 02:15:12 PM,5,41.950111128,-87.669274831,POINT (-87.669274831033 41.950111128229)
4543 N CENTRAL AVE,02/17/2022 01:41:04 PM,02/23/2022 02:15:18 PM,13,41.963576394,-87.767116516,POINT (-87.767116516056 41.963576394066)
3435 W 55TH ST,02/17/2022 10:23:36 AM,02/23/2022 02:16:26 PM,26,41.793344713,-87.709884035,POINT (-87.709884034998 41.793344712989)
5500 S HOMAN AVE,02/17/2022 10:15:24 AM,02/23/2022 02:17:28 PM,15,41.793265672,-87.708569108,POINT (-87.708569107537 41.793265672388)
3540 N ASHLAND AVE,02/23/2022 02:16:31 PM,02/23/2022 02:17:41 PM,7,41.946334141,-87.669228383,POINT (-87.669228383496 41.946334140665)
3456 N ASHLAND AVE,02/23/2022 02:18:56 PM,02/23/2022 02:19:45 PM,5,41.945034978,-87.669147169,POINT (-87.669147169079 41.945034977502)
3120 W 44TH ST,02/17/2022 10:39:46 AM,02/23/2022 02:21:30 PM,3,41.813817603,-87.702652439,POINT (-87.702652438823 41.81381760317)
3418 N GREENVIEW AVE,02/23/2022 02:21:02 PM,02/23/2022 02:21:50 PM,11,41.943990049,-87.666658249,POINT (-87.66665824906 41.943990049499)
4437 S CALIFORNIA AVE,02/17/2022 09:18:23 AM,02/23/2022 02:22:35 PM,4,41.812619036,-87.694087859,POINT (-87.694087858931 41.812619036154)
26 E 80TH ST,02/07/2022 05:48:16 PM,02/23/2022 02:23:50 PM,9,41.749232576,-87.623471534,POINT (-87.623471533742 41.749232575719)
1515 W WAVELAND AVE,02/23/2022 02:23:12 PM,02/23/2022 02:23:59 PM,6,41.948767319,-87.667128914,POINT (-87.667128914453 41.948767319453)
8019 S MICHIGAN AVE,02/15/2022 11:01:12 AM,02/23/2022 02:25:01 PM,5,41.74861175,-87.620959786,POINT (-87.620959786436 41.748611749913)
1540 W GRACE ST,02/23/2022 02:25:15 PM,02/23/2022 02:26:17 PM,4,41.950869479,-87.668141583,POINT (-87.668141583197 41.950869478789)
7800 S WESTERN AVE,02/21/2022 02:53:15 PM,02/23/2022 02:27:10 PM,6,41.751758778,-87.683006559,POINT (-87.683006559362 41.751758778053)
11100 S HOMEWOOD AVE,02/23/2022 02:26:19 PM,02/23/2022 02:28:02 PM,30,41.691533689,-87.669887653,POINT (-87.669887653333 41.691533688565)
3751 N JANSSEN AVE,02/23/2022 02:27:21 PM,02/23/2022 02:28:02 PM,2,41.950374378,-87.665056081,POINT (-87.665056081399 41.950374377564)
7709 S ST LAWRENCE AVE,02/20/2022 05:34:44 PM,02/23/2022 02:29:38 PM,9,41.75453733,-87.6098472,POINT (-87.609847199518 41.754537329596)
3543 N JANSSEN AVE,02/23/2022 02:28:54 PM,02/23/2022 02:29:40 PM,13,41.94650959,-87.664920211,POINT (-87.664920210648 41.946509590063)
709 E 81ST ST,02/15/2022 02:58:24 PM,02/23/2022 02:30:24 PM,6,41.747390102,-87.60713601,POINT (-87.607136009552 41.747390101847)
1715 W ROSCOE ST,02/23/2022 02:30:34 PM,02/23/2022 02:31:26 PM,1,41.943123591,-87.671882188,POINT (-87.671882187629 41.943123591239)
8036 S EBERHART AVE,02/11/2022 12:45:45 PM,02/23/2022 02:31:56 PM,7,41.748215437,-87.612734454,POINT (-87.612734453869 41.748215436508)
8026 S EBERHART AVE,02/21/2022 12:35:55 AM,02/23/2022 02:32:41 PM,3,41.748499151,-87.612544613,POINT (-87.612544613382 41.748499150697)
8458 S MICHIGAN AVE,02/19/2022 05:16:53 PM,02/23/2022 02:33:29 PM,18,41.74006373,-87.621093822,POINT (-87.62109382181 41.740063729556)
3623 S ARTESIAN AVE,02/20/2022 10:00:32 PM,02/23/2022 02:35:13 PM,35,41.827697519,-87.68590958,POINT (-87.685909580374 41.827697518802)
5600 W SEMINOLE ST,02/23/2022 02:43:47 PM,02/23/2022 02:44:47 PM,5,41.984856024,-87.768430934,POINT (-87.768430934121 41.984856024431)
5600 N AUSTIN AVE,02/23/2022 02:45:40 PM,02/23/2022 02:46:30 PM,6,41.983096818,-87.77815095,POINT (-87.778150950464 41.983096818372)
5100 W AINSLIE ST,02/23/2022 02:49:15 PM,02/23/2022 02:50:10 PM,8,41.969979581,-87.755277996,POINT (-87.755277995528 41.969979580955)
801 W 87TH ST,02/23/2022 02:49:37 PM,02/23/2022 02:51:36 PM,18,41.735790764,-87.643670484,POINT (-87.643670483702 41.735790763791)
5901 S CICERO AVE,02/21/2022 09:59:30 AM,02/23/2022 02:54:08 PM,1,41.785651144,-87.741234637,POINT (-87.741234637166 41.785651143902)
5706 S SPRINGFIELD AVE,02/19/2022 03:59:58 PM,02/23/2022 02:55:00 PM,9,41.789348757,-87.720714997,POINT (-87.720714997118 41.789348757146)
3648 W 63RD PL,02/10/2022 08:50:45 PM,02/23/2022 03:00:40 PM,13,41.778072864,-87.714948397,POINT (-87.71494839692 41.778072864017)
3432 W 64TH PL,02/10/2022 08:46:39 PM,02/23/2022 03:02:39 PM,19,41.776358542,-87.709257026,POINT (-87.709257025928 41.776358541731)
3800 W 63RD ST,02/19/2022 03:50:03 PM,02/23/2022 03:05:28 PM,7,41.779106691,-87.718035779,POINT (-87.718035779244 41.779106690694)
3540 W 61ST PL,02/16/2022 04:32:07 PM,02/23/2022 03:07:07 PM,28,41.781788692,-87.712160085,POINT (-87.712160085149 41.781788691617)
4763 N WESTERN AVE,02/19/2022 04:30:01 PM,02/23/2022 03:07:42 PM,10,41.96862279,-87.688912363,POINT (-87.68891236275 41.968622790085)
3002 W 103RD ST,11/11/2021 11:29:33 PM,02/23/2022 03:09:22 PM,6,41.7063457,-87.696873837,POINT (-87.696873836657 41.706345699508)
3429 W 103RD ST,01/19/2022 09:26:31 AM,02/23/2022 03:10:14 PM,4,41.706035988,-87.707277888,POINT (-87.70727788779 41.70603598792)
5200 N WESTERN AVE,02/21/2022 02:56:30 PM,02/23/2022 03:10:43 PM,3,41.975987278,-87.689270473,POINT (-87.689270472707 41.975987277739)
3701 W 103RD ST,02/04/2022 01:51:26 PM,02/23/2022 03:11:02 PM,8,41.706023532,-87.713574552,POINT (-87.713574551542 41.706023531871)
3804 W 103RD ST,11/11/2021 11:32:35 PM,02/23/2022 03:12:03 PM,6,41.706065196,-87.716293993,POINT (-87.716293992996 41.706065196279)
3902 W 103RD ST,01/31/2022 03:59:49 PM,02/23/2022 03:12:57 PM,1,41.706019875,-87.718691037,POINT (-87.71869103736 41.706019874513)
5629 N MAPLEWOOD AVE,02/21/2022 11:31:49 AM,02/23/2022 03:13:07 PM,4,41.984008436,-87.692862703,POINT (-87.692862702749 41.984008435537)
3908 W 103RD ST,01/31/2022 04:05:12 PM,02/23/2022 03:13:52 PM,1,41.706014291,-87.718909587,POINT (-87.718909586933 41.706014290637)
2805 W PETERSON AVE,02/22/2022 08:38:51 AM,02/23/2022 03:14:16 PM,25,41.990366654,-87.699678185,POINT (-87.699678185259 41.990366653741)
3949 W 103RD ST,02/12/2022 08:19:30 PM,02/23/2022 03:14:46 PM,1,41.705806371,-87.720445784,POINT (-87.720445784009 41.705806370908)
5645 N SACRAMENTO AVE,02/22/2022 03:56:35 PM,02/23/2022 03:15:22 PM,18,41.984448521,-87.703782281,POINT (-87.703782280773 41.984448521202)
7825 S BENNETT AVE,02/14/2022 05:45:59 PM,02/23/2022 03:16:25 PM,8,41.752605359,-87.578121521,POINT (-87.578121521201 41.752605359389)
7800 S BENNETT AVE,02/14/2022 12:58:11 PM,02/23/2022 03:17:15 PM,3,41.753218061,-87.578579598,POINT (-87.578579598389 41.753218060959)
7801 S BENNETT AVE,02/17/2022 10:12:29 AM,02/23/2022 03:18:03 PM,15,41.753220981,-87.578359751,POINT (-87.578359750963 41.753220981329)
7800 S EUCLID AVE,02/11/2022 08:40:28 AM,02/23/2022 03:18:58 PM,8,41.753233548,-87.577358473,POINT (-87.577358473111 41.753233547997)
5743 N CAMPBELL AVE,02/17/2022 04:37:51 PM,02/23/2022 03:20:38 PM,13,41.986265761,-87.691713127,POINT (-87.691713127467 41.986265760833)
9600 S UNIVERSITY AVE,02/15/2022 01:06:37 PM,02/23/2022 03:21:34 PM,50,41.720206418,-87.596236589,POINT (-87.596236589326 41.720206417742)
2600 W CATALPA AVE,02/20/2022 01:31:24 PM,02/23/2022 03:21:35 PM,35,41.981328984,-87.694243858,POINT (-87.694243858255 41.981328983653)
2654 W BALMORAL AVE,02/17/2022 12:49:21 PM,02/23/2022 03:22:49 PM,20,41.979681834,-87.696338098,POINT (-87.696338097716 41.979681833999)
5240 N CALIFORNIA AVE,02/17/2022 12:53:39 PM,02/23/2022 03:24:47 PM,13,41.977090446,-87.699078886,POINT (-87.699078886023 41.977090445864)
2800 W BRYN MAWR AVE,02/17/2022 12:50:50 PM,02/23/2022 03:25:47 PM,7,41.983360541,-87.699365503,POINT (-87.699365503235 41.983360540988)
5705 N RAVENSWOOD AVE,02/19/2022 04:15:43 PM,02/23/2022 03:28:54 PM,2,41.985254661,-87.674328948,POINT (-87.674328947628 41.985254660637)
1639 W BALMORAL AVE,02/17/2022 08:08:01 AM,02/23/2022 03:31:14 PM,9,41.979605762,-87.671285931,POINT (-87.671285931358 41.979605762436)
1836 W FOSTER DR,02/22/2022 02:41:05 PM,02/23/2022 03:32:20 PM,18,41.976294396,-87.676243999,POINT (-87.676243998645 41.976294395942)
2821 W FOSTER AVE,02/20/2022 10:48:40 PM,02/23/2022 03:34:09 PM,1,41.975736477,-87.699842353,POINT (-87.699842352565 41.97573647718)
5400 N ROCKWELL ST,02/23/2022 03:37:19 PM,02/23/2022 03:38:07 PM,8,41.979596978,-87.694294487,POINT (-87.694294487347 41.979596978133)
4815 N WESTERN AVE,02/15/2022 10:04:55 PM,02/23/2022 03:41:26 PM,3,41.969153686,-87.688650428,POINT (-87.688650428387 41.96915368563)
2456 W BALMORAL AVE,02/23/2022 03:42:15 PM,02/23/2022 03:43:00 PM,3,41.979680693,-87.691500047,POINT (-87.691500047419 41.97968069342)
2557 W BALMORAL AVE,02/23/2022 03:43:59 PM,02/23/2022 03:44:51 PM,4,41.979233287,-87.693975833,POINT (-87.693975832986 41.979233286842)
5645 N RAVENSWOOD AVE,02/23/2022 03:47:31 PM,02/23/2022 03:48:15 PM,1,41.985111168,-87.674250045,POINT (-87.674250044746 41.985111167779)
2757 W PETERSON AVE,02/23/2022 03:49:27 PM,02/23/2022 03:50:13 PM,3,41.990368924,-87.699285337,POINT (-87.699285336969 41.990368923672)
4700 S ARCHER AVE,02/23/2022 03:20:04 PM,02/24/2022 07:23:23 AM,1,41.807938591,-87.714461765,POINT (-87.714461765489 41.807938590508)
408 W 47TH ST,02/23/2022 07:45:06 AM,02/24/2022 08:03:37 AM,20,41.809128536,-87.636249915,POINT (-87.636249914748 41.809128536343)
352 W 47TH ST,02/23/2022 09:49:37 PM,02/24/2022 08:04:12 AM,7,41.809144049,-87.635458809,POINT (-87.635458808796 41.80914404878)
735 S CANAL ST,02/23/2022 09:03:02 AM,02/24/2022 08:13:39 AM,10,41.872555334,-87.636144818,POINT (-87.63614481847 41.872555333793)
801 S CANAL ST,02/22/2022 09:17:18 PM,02/24/2022 08:14:26 AM,15,41.872036412,-87.639358104,POINT (-87.639358104389 41.872036411656)
801 S CANAL ST,02/23/2022 08:20:05 AM,02/24/2022 08:15:00 AM,15,41.872036412,-87.639358104,POINT (-87.639358104389 41.872036411656)
1122 N CLARK ST,02/22/2022 12:22:54 PM,02/24/2022 08:18:54 AM,15,41.902668442,-87.631874355,POINT (-87.631874354844 41.902668441899)
5300 N ORIOLE AVE,02/24/2022 08:18:14 AM,02/24/2022 08:19:08 AM,6,41.97625734,-87.817183136,POINT (-87.817183135742 41.976257339563)
802 N DEARBORN ST,02/21/2022 07:51:10 AM,02/24/2022 08:20:13 AM,30,41.896876727,-87.630090885,POINT (-87.630090885271 41.896876727483)
2652 N AVERS AVE,02/21/2022 01:52:40 PM,02/24/2022 08:22:05 AM,4,41.929802525,-87.723510815,POINT (-87.723510815165 41.929802524547)
234 E CHICAGO AVE,02/21/2022 11:09:31 PM,02/24/2022 08:22:10 AM,3,41.896864399,-87.621346793,POINT (-87.621346792501 41.896864399268)
3717 W WRIGHTWOOD AVE,02/21/2022 12:35:22 PM,02/24/2022 08:26:28 AM,20,41.927999884,-87.720295263,POINT (-87.720295262818 41.927999883942)
2527 N RIDGEWAY AVE,02/21/2022 01:58:02 PM,02/24/2022 08:28:41 AM,4,41.927210085,-87.720464339,POINT (-87.720464338638 41.927210085377)
4322 W DRUMMOND PL,02/10/2022 08:39:48 AM,02/24/2022 08:29:28 AM,2,41.929174668,-87.735242043,POINT (-87.735242042716 41.929174667621)
3945 W ALTGELD ST,01/04/2022 12:08:14 PM,02/24/2022 08:38:40 AM,50,41.926189244,-87.725950559,POINT (-87.725950559017 41.926189243835)
2424 N HARDING AVE,01/12/2022 07:59:10 AM,02/24/2022 08:39:25 AM,26,41.925288705,-87.725967155,POINT (-87.725967154668 41.925288704853)
2528 N RIDGEWAY AVE,02/21/2022 07:26:20 AM,02/24/2022 08:41:46 AM,1,41.927276903,-87.721019195,POINT (-87.721019194627 41.927276902783)
3642 W WRIGHTWOOD AVE,02/17/2022 08:43:55 PM,02/24/2022 08:44:31 AM,38,41.928420214,-87.718829446,POINT (-87.718829446353 41.92842021447)
4421 W DEMING PL,11/17/2021 10:06:09 AM,02/24/2022 08:45:30 AM,2,41.92714173,-87.737597414,POINT (-87.737597413688 41.927141729717)
2600 N LAWNDALE AVE,02/20/2022 08:36:27 PM,02/24/2022 08:46:25 AM,1,41.928274076,-87.719653019,POINT (-87.719653018735 41.928274076259)
4020 W SCHUBERT AVE,09/27/2021 10:27:35 AM,02/24/2022 08:47:18 AM,6,41.930211632,-87.727930682,POINT (-87.727930681797 41.930211632157)
4240 N LAMON AVE,02/21/2022 12:19:08 PM,02/24/2022 08:50:45 AM,8,41.958151821,-87.750062128,POINT (-87.750062127612 41.958151820941)
4904 W PENSACOLA AVE,02/17/2022 08:48:57 AM,02/24/2022 08:51:52 AM,5,41.959991146,-87.750255779,POINT (-87.750255779282 41.959991145525)
4844 W PENSACOLA AVE,02/21/2022 08:48:06 AM,02/24/2022 08:52:39 AM,2,41.960012673,-87.749400831,POINT (-87.749400831426 41.960012673329)
4237 N LAMON AVE,02/20/2022 08:58:49 AM,02/24/2022 08:53:25 AM,7,41.958189307,-87.749716366,POINT (-87.749716365707 41.958189306628)
4836 W WARWICK AVE,02/16/2022 09:04:51 AM,02/24/2022 08:54:06 AM,1,41.949040513,-87.74864778,POINT (-87.748647780013 41.949040513116)
3836 N LAMON AVE,02/20/2022 07:21:51 PM,02/24/2022 08:54:59 AM,18,41.950890868,-87.749907549,POINT (-87.749907548873 41.950890867685)
4149 N KOLMAR AVE,02/17/2022 08:24:24 PM,02/24/2022 08:56:05 AM,3,41.956662773,-87.741740004,POINT (-87.741740003972 41.956662773467)
1161 N PULASKI RD,02/11/2022 04:47:32 PM,02/24/2022 08:56:25 AM,1,41.902679305,-87.726308713,POINT (-87.726308712603 41.902679304616)
357 N CENTRAL AVE,02/21/2022 03:21:19 PM,02/24/2022 08:56:52 AM,1,41.887388478,-87.76500547,POINT (-87.76500546967 41.887388477704)
555 N CENTRAL AVE,02/17/2022 11:45:33 AM,02/24/2022 08:57:21 AM,14,41.890826912,-87.765134341,POINT (-87.765134341281 41.890826911658)
757 N CENTRAL AVE,02/17/2022 11:46:57 AM,02/24/2022 08:57:51 AM,7,41.894568826,-87.765279941,POINT (-87.765279940778 41.894568825519)
1300 N LONG AVE,02/16/2022 05:52:00 PM,02/24/2022 08:59:06 AM,19,41.904099732,-87.761136618,POINT (-87.761136618063 41.904099732346)
1651 N LINDER AVE,02/11/2022 11:56:58 AM,02/24/2022 09:00:27 AM,3,41.910953718,-87.762733771,POINT (-87.762733771469 41.910953718149)
4170 W IRVING PARK RD,02/17/2022 05:30:27 PM,02/24/2022 09:00:33 AM,11,41.953695859,-87.731809501,POINT (-87.731809501099 41.953695859493)
4500 W NORTH AVE,02/21/2022 01:42:14 PM,02/24/2022 09:01:00 AM,1,41.91095855,-87.741277128,POINT (-87.741277127704 41.91095855028)
5500 W MADISON ST,02/24/2022 09:01:47 AM,02/24/2022 09:02:23 AM,4,41.880904107,-87.763774055,POINT (-87.763774054972 41.88090410742)
4202 W IRVING PARK RD,02/21/2022 12:49:29 PM,02/24/2022 09:02:35 AM,4,41.953604633,-87.732479274,POINT (-87.732479274092 41.953604632555)
5400 W MADISON ST,02/24/2022 09:02:45 AM,02/24/2022 09:03:29 AM,55,41.880556021,-87.760331378,POINT (-87.760331378368 41.880556020592)
3636 W BYRON ST,02/14/2022 12:13:03 PM,02/24/2022 09:03:52 AM,21,41.952037625,-87.719325065,POINT (-87.719325064662 41.952037625362)
3927 N RIDGEWAY AVE,02/14/2022 12:10:42 PM,02/24/2022 09:04:41 AM,9,41.952762783,-87.721354597,POINT (-87.721354597069 41.952762783231)
5300 W MADISON ST,02/24/2022 09:03:56 AM,02/24/2022 09:04:41 AM,6,41.880625572,-87.757703716,POINT (-87.757703715947 41.880625571669)
1955 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:08:52 AM,02/24/2022 09:22:52 AM,2,41.918118153,-87.628851417,POINT (-87.628851417305 41.918118152541)
2677 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:13:44 AM,02/24/2022 09:23:31 AM,3,41.931140901,-87.631824162,POINT (-87.631824162287 41.931140901276)
3119 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:23:38 AM,02/24/2022 09:24:13 AM,2,41.938431903,-87.635736518,POINT (-87.635736518212 41.938431902724)
3202 N LSD BELMONT AV ER,02/23/2022 09:28:19 AM,02/24/2022 09:24:50 AM,3,41.940719733,-87.638328641,POINT (-87.638328641217 41.940719732765)
3908 N LSD IRVING PARK RD ER,02/23/2022 09:32:11 AM,02/24/2022 09:26:45 AM,5,41.953350854,-87.644986582,POINT (-87.6449865823 41.953350853665)
4139 N LSD IRVING PARK RD XR,02/23/2022 09:36:43 AM,02/24/2022 09:28:15 AM,13,41.9568287,-87.645512728,POINT (-87.645512727777 41.956828700075)
4152 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:43:14 AM,02/24/2022 09:30:26 AM,3,41.95798202,-87.645806547,POINT (-87.64580654735 41.957982020025)
4328 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:49:56 AM,02/24/2022 09:31:29 AM,22,41.961839163,-87.64632236,POINT (-87.646322360341 41.961839163132)
4512 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 09:58:35 AM,02/24/2022 09:32:58 AM,8,41.964143478,-87.64679749,POINT (-87.646797489731 41.964143477851)
4648 N LSD WILSON AV ER,02/23/2022 10:02:36 AM,02/24/2022 09:33:55 AM,4,41.96684968,-87.647317633,POINT (-87.647317633293 41.966849679534)
4824 N LSD LAWRENCE AV ER,02/23/2022 10:06:29 AM,02/24/2022 09:35:03 AM,6,41.970419772,-87.648089981,POINT (-87.648089981137 41.970419772233)
5202 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:11:31 AM,02/24/2022 09:36:49 AM,7,41.976843377,-87.650467921,POINT (-87.650467920708 41.976843376744)
5121 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:20:38 AM,02/24/2022 09:38:03 AM,7,41.976234256,-87.650338479,POINT (-87.650338478872 41.976234255684)
4885 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:24:17 AM,02/24/2022 09:39:01 AM,3,41.97157964,-87.648590238,POINT (-87.648590238182 41.971579640444)
4659 N LSD WILSON AV XR,02/23/2022 10:31:16 AM,02/24/2022 09:40:12 AM,1,41.967020238,-87.647599707,POINT (-87.647599706765 41.967020237511)
4323 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:33:26 AM,02/24/2022 09:40:50 AM,1,41.961718662,-87.646327872,POINT (-87.646327872358 41.961718662395)
4028 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:36:58 AM,02/24/2022 09:41:25 AM,1,41.955455552,-87.645090469,POINT (-87.645090469251 41.955455551586)
3901 N LSD IRVING PARK RD ER,02/23/2022 10:40:28 AM,02/24/2022 09:42:06 AM,6,41.953197218,-87.644731297,POINT (-87.644731297368 41.953197217834)
3401 N LAKE SHORE DR,02/23/2022 10:49:53 AM,02/24/2022 09:42:46 AM,6,41.943553415,-87.640490502,POINT (-87.640490502135 41.943553415369)
3000 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 10:54:04 AM,02/24/2022 09:43:28 AM,1,41.936702889,-87.634094075,POINT (-87.63409407501 41.936702889395)
2660 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 11:04:57 AM,02/24/2022 09:44:09 AM,2,41.930923015,-87.632256478,POINT (-87.6322564781 41.930923014683)
2510 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/22/2022 05:50:34 PM,02/24/2022 09:45:12 AM,2,41.928125737,-87.632093736,POINT (-87.632093736401 41.928125737496)
2300 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 11:12:34 AM,02/24/2022 09:45:59 AM,6,41.923844421,-87.630560835,POINT (-87.630560834645 41.923844421293)
2232 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 11:16:29 AM,02/24/2022 09:46:50 AM,1,41.922989546,-87.630477844,POINT (-87.630477843922 41.922989546158)
1846 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,02/23/2022 11:19:55 AM,02/24/2022 09:47:40 AM,2,41.916242418,-87.628263785,POINT (-87.628263785445 41.916242417879)
